中国央视,#genre#
河南卫视 8M1080,http://223.110.236.9/ott.js.chinamobile.com/PLTV/3/224/3221228221/index.m3u8
浙江卫视 14M1080,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221228180/index.m3u8
浙江卫视 3M1080,http://223.110.235.2/ott.js.chinamobile.com/PLTV/3/224/3221227393/index.m3u8
浙江卫视 4M1080,http://183.207.249.133/ott.js.chinamobile.com/PLTV/3/224/3221227215/index.m3u8
浙江卫视 5.5M1080HEVC,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221227744/index.m3u8
浙江卫视 5M1080HEVC,http://223.110.235.2/ott.js.chinamobile.com/PLTV/3/224/3221227692/index.m3u8
浙江卫视 7.5M1080HEVC,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221228147/index.m3u8
浙江卫视 8M1080,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221225544/index.m3u8
浙江卫视 8M1080,http://223.110.236.26/ott.js.chinamobile.com/PLTV/3/224/3221228204/index.m3u8
浙江卫视 Max16M1080,http://183.207.248.170/ott.js.chinamobile.com/PLTV/3/224/3221227491/index.m3u8
海南卫视 2.5M1080,http://223.110.236.26/ott.js.chinamobile.com/PLTV/3/224/3221228139/index.m3u8
深圳卫视 3M1080,http://183.207.249.102/ott.js.chinamobile.com/PLTV/3/224/3221227307/index.m3u8
深圳卫视 4M1080,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227624/index.m3u8
深圳卫视 5.5M1080HEVC,http://223.110.245.155/ott.js.chinamobile.com/PLTV/3/224/3221227677/index.m3u8
深圳卫视 5M1080HEVC,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227695/index.m3u8
深圳卫视 7.5M1080HEVC,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221228236/index.m3u8
深圳卫视 8M1080,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221227442/index.m3u8
深圳卫视 8M1080,http://183.207.248.142/ott.js.chinamobile.com/PLTV/3/224/3221227217/index.m3u8
深圳卫视 Max16M1080,http://183.207.248.166/ott.js.chinamobile.com/PLTV/3/224/3221227555/index.m3u8
湖北卫视 3M1080,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227377/index.m3u8
湖北卫视 4M1080,http://183.207.249.105/ott.js.chinamobile.com/PLTV/3/224/3221227211/index.m3u8
湖北卫视 4M1080,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227565/index.m3u8
湖北卫视 5.5M1080HEVC,http://223.110.236.3/ott.js.chinamobile.com/PLTV/3/224/3221227665/index.m3u8
湖北卫视 5M1080HEVC,http://183.207.248.174/ott.js.chinamobile.com/PLTV/3/224/3221227703/index.m3u8
湖北卫视 7.5M1080HEVC,http://223.110.236.5/ott.js.chinamobile.com/PLTV/3/224/3221228159/index.m3u8
湖北卫视 8M1080,http://183.207.248.134/ott.js.chinamobile.com/PLTV/3/224/3221227495/index.m3u8
湖北卫视 Max16M1080,http://183.207.249.143/ott.js.chinamobile.com/PLTV/3/224/3221227479/index.m3u8
湖南卫视 14M1080,http://223.110.236.26/ott.js.chinamobile.com/PLTV/3/224/3221228177/index.m3u8
湖南卫视 3M1080,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227320/index.m3u8
湖南卫视 4M1080,http://183.207.249.136/ott.js.chinamobile.com/PLTV/3/224/3221227220/index.m3u8
湖南卫视 5.5M1080HEVC,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221227735/index.m3u8
湖南卫视 5M1080HEVC,http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221227698/index.m3u8
湖南卫视 7.5M1080HEVC,http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221228227/index.m3u8
湖南卫视 8M1080,http://223.110.236.10/ott.js.chinamobile.com/PLTV/3/224/3221227191/index.m3u8
湖南卫视 8M1080,http://183.207.248.133/ott.js.chinamobile.com/PLTV/3/224/3221227404/index.m3u8
湖南卫视 Max16M1080,http://223.110.235.23/ott.js.chinamobile.com/PLTV/3/224/3221227482/index.m3u8
甘肃卫视 8M1080,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221228166/index.m3u8
贵州卫视 8M1080,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221228136/index.m3u8
辽宁卫视 3M1080,http://183.207.248.166/ott.js.chinamobile.com/PLTV/3/224/3221227380/index.m3u8
辽宁卫视 5.5M1080HEVC,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221227676/index.m3u8
辽宁卫视 5M1080HEVC,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227700/index.m3u8
辽宁卫视 7.5M1080HEVC,http://223.110.235.22/ott.js.chinamobile.com/PLTV/3/224/3221228162/index.m3u8
辽宁卫视 8M1080,http://183.207.248.165/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8
辽宁卫视 Max16M1080,http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221227485/index.m3u8
重庆卫视 4M1080,http://183.207.248.105/ott.js.chinamobile.com/PLTV/3/224/3221227550/index.m3u8
重庆卫视 4M1080,http://183.207.249.106/ott.js.chinamobile.com/PLTV/3/224/3221227632/index.m3u8
重庆卫视 5.5M1080HEVC,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227729/index.m3u8
重庆卫视 8M1080,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221228133/index.m3u8
黑龙江卫视 3.5M1080,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221227252/index.m3u8
黑龙江卫视 3M1080,http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221227323/index.m3u8
黑龙江卫视 5.5M1080HEVC,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221227662/index.m3u8
黑龙江卫视 5M1080HEVC,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227753/index.m3u8
黑龙江卫视 7.5M1080HEVC,http://223.110.235.23/ott.js.chinamobile.com/PLTV/3/224/3221228233/index.m3u8
黑龙江卫视 8M1080,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221227492/index.m3u8
黑龙江卫视 8M1080,http://183.207.249.106/ott.js.chinamobile.com/PLTV/3/224/3221227638/index.m3u8
黑龙江卫视 Max16M1080,http://183.207.249.165/ott.js.chinamobile.com/PLTV/3/224/3221227514/index.m3u8
SiTV全纪实 4M1080,http://183.207.249.175/ott.js.chinamobile.com/PLTV/3/224/3221227771/index.m3u8
SiTV动漫秀场 4M1080,http://223.110.245.146/ott.js.chinamobile.com/PLTV/3/224/3221227774/index.m3u8
SiTV游戏风云 4M1080,http://183.207.248.111/ott.js.chinamobile.com/PLTV/3/224/3221227713/index.m3u8
SiTV生活时尚 4M1080,http://183.207.248.105/ott.js.chinamobile.com/PLTV/3/224/3221227707/index.m3u8
SiTV都市剧场 4M1080,http://223.110.236.12/ott.js.chinamobile.com/PLTV/3/224/3221227710/index.m3u8
NewTV潮妈辣婆 4M1080,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227527/index.m3u8
NewTV中国功夫 4M1080,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227530/index.m3u8
NewTV怡伴健康 4M1080,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227612/index.m3u8
NewTV军事评论 4M1080,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227544/index.m3u8
NewTV军旅剧场 4M1080,http://223.110.236.11/ott.js.chinamobile.com/PLTV/3/224/3221227603/index.m3u8
NewTV农业致富 4M1080,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227588/index.m3u8
NewTV动作电影 4M1080,http://223.110.235.6/ott.js.chinamobile.com/PLTV/3/224/3221227606/index.m3u8
NewTV古装剧场 4M1080,http://223.110.236.10/ott.js.chinamobile.com/PLTV/3/224/3221227542/index.m3u8
NewTV家庭剧场 4M1080,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221227600/index.m3u8
NewTV惊悚悬疑 4M1080,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227536/index.m3u8
NewTV武搏世界 4M1080,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227533/index.m3u8
NewTV炫舞未来 4M1080,http://183.207.249.229/ott.js.chinamobile.com/PLTV/3/224/3221227475/index.m3u8
NewTV爱情喜剧 4M1080,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227548/index.m3u8
NewTV精品体育 4M1080,http://223.110.235.27/ott.js.chinamobile.com/PLTV/3/224/3221227615/index.m3u8
NewTV精品大剧 4M1080,http://223.110.235.26/ott.js.chinamobile.com/PLTV/3/224/3221227618/index.m3u8
NewTV精品纪录 4M1080,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227547/index.m3u8
NewTV金牌综艺 4M1080,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227541/index.m3u8
NewTV明星大片 4M1080,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227594/index.m3u8
黑莓动画 4M1080,http://223.110.235.21/ott.js.chinamobile.com/PLTV/3/224/3221225555/index.m3u8
黑莓动画 4M1080,http://223.110.236.7/ott.js.chinamobile.com/PLTV/3/224/3221227523/index.m3u8
黑莓电影 4M1080,http://183.207.249.143/ott.js.chinamobile.com/PLTV/3/224/3221227520/index.m3u8
黑莓电影 4M1080,http://223.110.236.17/ott.js.chinamobile.com/PLTV/3/224/3221225567/index.m3u8
江西陶瓷 7M1080,http://223.110.236.13/ott.js.chinamobile.com/PLTV/3/224/3221227768/index.m3u8
上海纪实人文 5.5M1080HEVC,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227674/index.m3u8
上海纪实人文 8M1080,http://223.110.235.18/ott.js.chinamobile.com/PLTV/3/224/3221227635/index.m3u8
北京冬奥纪实 5.5M1080HEVC,http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221227711/index.m3u8
北京冬奥纪实 8M1080,http://183.207.249.208/ott.js.chinamobile.com/PLTV/3/224/3221227699/index.m3u8
未知 2M1080,http://183.207.248.111/ott.js.chinamobile.com/PLTV/3/224/3221227512/index.m3u8
未知 4M1080,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221227579/index.m3u8
南京信息 8M1080,http://223.110.235.17/ott.js.chinamobile.com/PLTV/3/224/3221227730/index.m3u8
南京娱乐 8M1080,http://183.207.249.143/ott.js.chinamobile.com/PLTV/3/224/3221227722/index.m3u8
南京新闻综合 8M1080,http://183.207.249.137/ott.js.chinamobile.com/PLTV/3/224/3221227213/index.m3u8
泰州1 4M1080,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221228209/index.m3u8
泰州2 4M1080,http://223.110.236.26/ott.js.chinamobile.com/PLTV/3/224/3221228212/index.m3u8
泰州3 4M1080,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221228100/index.m3u8
高淳新闻 4M1080,http://183.207.249.237/ott.js.chinamobile.com/PLTV/3/224/3221227870/index.m3u8
仪化有线 3M1080,http://223.110.236.11/ott.js.chinamobile.com/PLTV/3/224/3221227702/index.m3u8
宝应新闻综合 4M1080,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221228007/index.m3u8
宝应生活资讯 4M1080,http://223.110.235.18/ott.js.chinamobile.com/PLTV/3/224/3221228039/index.m3u8
常州公共 4M1080,http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221227905/index.m3u8
常州新闻综合 4M1080,http://183.207.248.133/ott.js.chinamobile.com/PLTV/3/224/3221227899/index.m3u8
常州生活 4M1080,http://183.207.249.237/ott.js.chinamobile.com/PLTV/3/224/3221227902/index.m3u8
常州都市 4M1080,http://223.110.235.19/ott.js.chinamobile.com/PLTV/3/224/3221227955/index.m3u8
常州公共 4M1080,http://223.110.235.18/ott.js.chinamobile.com/PLTV/3/224/3221227772/index.m3u8
常州新闻综合 4M1080,http://183.207.248.168/ott.js.chinamobile.com/PLTV/3/224/3221227752/index.m3u8
常州生活 4M1080,http://223.110.235.18/ott.js.chinamobile.com/PLTV/3/224/3221227816/index.m3u8
常州都市 4M1080,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227755/index.m3u8
徐州1 2.5M1080,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221225945/index.m3u8
徐州2 2.5M1080,http://183.207.248.133/ott.js.chinamobile.com/PLTV/3/224/3221225947/index.m3u8
徐州3 2.5M1080,http://183.207.248.174/ott.js.chinamobile.com/PLTV/3/224/3221225949/index.m3u8
徐州4 2.5M1080,http://183.207.249.134/ott.js.chinamobile.com/PLTV/3/224/3221225951/index.m3u8
沛县新闻综合 2.5M1080,http://183.207.249.111/ott.js.chinamobile.com/PLTV/3/224/3221227678/index.m3u8
沛县经济生活 2.5M1080,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221227611/index.m3u8
沛县文艺影视 2.5M1080,http://183.207.248.142/ott.js.chinamobile.com/PLTV/3/224/3221227681/index.m3u8
睢宁三农 2.5M1080,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227709/index.m3u8
睢宁生活教育 2.5M1080,http://223.110.236.8/ott.js.chinamobile.com/PLTV/3/224/3221227701/index.m3u8
睢宁综合 2.5M1080,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227706/index.m3u8
睢宁资讯 2.5M1080,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227712/index.m3u8
连云港公共 2M1080,http://223.110.235.18/ott.js.chinamobile.com/PLTV/3/224/3221227819/index.m3u8
连云港新闻综合 2M1080,http://183.207.248.175/ott.js.chinamobile.com/PLTV/3/224/3221227758/index.m3u8
邳州综合 2.5M1080,http://223.110.236.26/ott.js.chinamobile.com/PLTV/3/224/3221227576/index.m3u8
邳州综艺 2.5M1080,http://183.207.248.105/ott.js.chinamobile.com/PLTV/3/224/3221227573/index.m3u8
淮安新闻综合 1080,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221228132/index.m3u8
盐城新闻综合 1080,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221228215/index.m3u8
苏州新闻综合 1080,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221228103/index.m3u8
哒啵赛事 4M1080,http://183.207.249.169/ott.js.chinamobile.com/PLTV/3/224/3221225539/index.m3u8
咪咕怀旧剧场 2M1080,http://223.110.236.17/ott.js.chinamobile.com/PLTV/3/224/3221228120/index.m3u8
咪咕视频 1080,http://223.110.236.5/ott.js.chinamobile.com/PLTV/3/224/3221228084/index.m3u8
咪咕视频 1080,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221228087/index.m3u8
咪咕视频 1080,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221228117/index.m3u8
咪咕视频 1080,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221228155/index.m3u8
咪咕视频 8M1080,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221228129/index.m3u8
咪咕视频 8M1080,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221228206/index.m3u8
央广购物 4M1080,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221228210/index.m3u8
央广购物 2.5M1080,http://223.110.235.9/ott.js.chinamobile.com/PLTV/3/224/3221227532/index.m3u8
北京家有购物 4M1080,http://223.110.236.52/ott.js.chinamobile.com/PLTV/3/224/3221228172/index.m3u8
江西风尚购物 4M1080,http://223.110.236.10/ott.js.chinamobile.com/PLTV/3/224/3221227539/index.m3u8
江西风尚购物 4M1080,http://183.207.249.199/ott.js.chinamobile.com/PLTV/3/224/3221225956/index.m3u8
江苏好享购物 4M1080,http://223.110.235.27/ott.js.chinamobile.com/PLTV/3/224/3221227570/index.m3u8
CCTV1 576,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221227292/index.m3u8
CCTV1 576,http://183.207.249.140/ott.js.chinamobile.com/PLTV/3/224/3221227023/index.m3u8
CCTV5 720+576+360,http://183.207.248.133/ott.js.chinamobile.com/PLTV/3/224/3221226945/index.m3u8
CCTV9 576,http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221225868/index.m3u8
CCTV15 576,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221225817/index.m3u8
CCTV17 576,http://223.110.235.17/ott.js.chinamobile.com/PLTV/3/224/3221227639/index.m3u8
CCTV发现之旅 576,http://183.207.248.136/ott.js.chinamobile.com/PLTV/3/224/3221227030/index.m3u8
CCTV女性时尚 576,http://183.207.249.199/ott.js.chinamobile.com/PLTV/3/224/3221227026/index.m3u8
CCTV老故事 576,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221227043/index.m3u8
CCTV高尔夫网球 576,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221227601/index.m3u8
CGTN 576,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221228095/index.m3u8
CGTN 576,http://183.207.249.136/ott.js.chinamobile.com/PLTV/3/224/3221225917/index.m3u8
CGTN纪录 3.5M576,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227574/index.m3u8
中国教育1 3.5M576,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227560/index.m3u8
中国教育1 576,http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221225909/index.m3u8
中国教育2 4M576,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221227607/index.m3u8
中国教育2 576,http://183.207.249.198/ott.js.chinamobile.com/PLTV/3/224/3221225850/index.m3u8
中国教育3 576,http://183.207.249.104/ott.js.chinamobile.com/PLTV/3/224/3221227018/index.m3u8
中国教育4 3.5M576,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221227657/index.m3u8
中国教育4 576,http://183.207.248.166/ott.js.chinamobile.com/PLTV/3/224/3221227028/index.m3u8
东南卫视 576,http://183.207.248.174/ott.js.chinamobile.com/PLTV/3/224/3221225816/index.m3u8
云南卫视 3.5M576,http://223.110.236.17/ott.js.chinamobile.com/PLTV/3/224/3221225591/index.m3u8
云南卫视 3.5M576,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227571/index.m3u8
云南卫视 576,http://223.110.236.12/ott.js.chinamobile.com/PLTV/3/224/3221225838/index.m3u8
内蒙古卫视 3.5M576,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227557/index.m3u8
内蒙古卫视 576,http://183.207.249.175/ott.js.chinamobile.com/PLTV/3/224/3221225836/index.m3u8
厦门卫视 4M576,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221227604/index.m3u8
厦门卫视 576,http://183.207.249.198/ott.js.chinamobile.com/PLTV/3/224/3221226996/index.m3u8
吉林卫视 3.5M576,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221228028/index.m3u8
吉林卫视 576,http://223.110.236.13/ott.js.chinamobile.com/PLTV/3/224/3221225883/index.m3u8
四川卫视 576,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221225814/index.m3u8
四川卫视 576,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221227556/index.m3u8
天津卫视 576,http://183.207.249.143/ott.js.chinamobile.com/PLTV/3/224/3221225808/index.m3u8
宁夏卫视 3.5M576,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221227563/index.m3u8
宁夏卫视 576,http://183.207.248.168/ott.js.chinamobile.com/PLTV/3/224/3221225842/index.m3u8
安徽卫视 576,http://223.110.235.21/ott.js.chinamobile.com/PLTV/3/224/3221225800/index.m3u8
山西卫视 3.5M576,http://223.110.236.11/ott.js.chinamobile.com/PLTV/3/224/3221227559/index.m3u8
山西卫视 576,http://183.207.249.235/ott.js.chinamobile.com/PLTV/3/224/3221225786/index.m3u8
广西卫视 576,http://183.207.249.110/ott.js.chinamobile.com/PLTV/3/224/3221225806/index.m3u8
广西卫视 576,http://223.110.236.11/ott.js.chinamobile.com/PLTV/3/224/3221227609/index.m3u8
新疆卫视 576,http://183.207.249.173/ott.js.chinamobile.com/PLTV/3/224/3221225844/index.m3u8
新疆卫视 576,http://183.207.248.134/ott.js.chinamobile.com/PLTV/3/224/3221225523/index.m3u8
新疆卫视 576,http://223.110.236.10/ott.js.chinamobile.com/PLTV/3/224/3221227627/index.m3u8
江苏卫视 576,http://223.110.235.23/ott.js.chinamobile.com/PLTV/3/224/3221228052/index.m3u8
江西卫视 576,http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221225798/index.m3u8
河北卫视 3.5M576,http://223.110.236.11/ott.js.chinamobile.com/PLTV/3/224/3221227545/index.m3u8
河北卫视 576,http://183.207.249.109/ott.js.chinamobile.com/PLTV/3/224/3221225840/index.m3u8
河南卫视 3.5M576,http://223.110.236.6/ott.js.chinamobile.com/PLTV/3/224/3221227521/index.m3u8
河南卫视 576,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221225815/index.m3u8
海南卫视 4M576,http://223.110.236.10/ott.js.chinamobile.com/PLTV/3/224/3221228101/index.m3u8
海南卫视 576,http://183.207.249.200/ott.js.chinamobile.com/PLTV/3/224/3221225810/index.m3u8
湖北卫视 576,http://183.207.248.165/ott.js.chinamobile.com/PLTV/3/224/3221225877/index.m3u8
甘肃卫视 3.5M576,http://223.110.235.26/ott.js.chinamobile.com/PLTV/3/224/3221227568/index.m3u8
甘肃卫视 576,http://183.207.249.104/ott.js.chinamobile.com/PLTV/3/224/3221225846/index.m3u8
西藏卫视 4M576,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227562/index.m3u8
西藏卫视 576,http://183.207.249.137/ott.js.chinamobile.com/PLTV/3/224/3221226376/index.m3u8
贵州卫视 576,http://183.207.248.136/ott.js.chinamobile.com/PLTV/3/224/3221225787/index.m3u8
贵州卫视 576,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227551/index.m3u8
辽宁卫视 576,http://183.207.249.111/ott.js.chinamobile.com/PLTV/3/224/3221225566/index.m3u8
辽宁卫视 576,http://183.207.249.109/ott.js.chinamobile.com/PLTV/3/224/3221225802/index.m3u8
重庆卫视 576,http://183.207.248.168/ott.js.chinamobile.com/PLTV/3/224/3221225812/index.m3u8
陕西卫视 3.5M576,http://223.110.235.27/ott.js.chinamobile.com/PLTV/3/224/3221227583/index.m3u8
陕西卫视 576,http://183.207.248.175/ott.js.chinamobile.com/PLTV/3/224/3221227022/index.m3u8
青海卫视 3.5M576,http://223.110.235.26/ott.js.chinamobile.com/PLTV/3/224/3221227554/index.m3u8
青海卫视 576,http://183.207.249.103/ott.js.chinamobile.com/PLTV/3/224/3221225783/index.m3u8
四川康巴卫视 3.5M576,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221227645/index.m3u8
四川康巴卫视 576,http://223.110.236.14/ott.js.chinamobile.com/PLTV/3/224/3221227651/index.m3u8
四川康巴卫视 576,http://183.207.249.198/ott.js.chinamobile.com/PLTV/3/224/3221227008/index.m3u8
山东教育卫视 3.5M576,http://223.110.235.6/ott.js.chinamobile.com/PLTV/3/224/3221227580/index.m3u8
山东教育卫视 576,http://183.207.248.168/ott.js.chinamobile.com/PLTV/3/224/3221227019/index.m3u8
广东南方卫视上星 3.5M576,http://223.110.235.17/ott.js.chinamobile.com/PLTV/3/224/3221227587/index.m3u8
广东南方卫视上星 576,http://183.207.249.110/ott.js.chinamobile.com/PLTV/3/224/3221227005/index.m3u8
吉林延边卫视 4M576,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221227590/index.m3u8
吉林延边卫视 576,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221227002/index.m3u8
新疆兵团卫视 4M576,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221227654/index.m3u8
新疆兵团卫视 576,http://183.207.249.199/ott.js.chinamobile.com/PLTV/3/224/3221227025/index.m3u8
西藏藏语卫视 576,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221228022/index.m3u8
陕西农林卫视 3.5M576,http://223.110.235.17/ott.js.chinamobile.com/PLTV/3/224/3221227648/index.m3u8
陕西农林卫视 576,http://183.207.248.142/ott.js.chinamobile.com/PLTV/3/224/3221227015/index.m3u8
青海安多卫视 576,http://223.110.235.9/ott.js.chinamobile.com/PLTV/3/224/3221226999/index.m3u8
NNM家庭理财 576,http://183.207.249.173/ott.js.chinamobile.com/PLTV/3/224/3221227011/index.m3u8
上海哈哈炫动 3,http://223.110.235.27/ott.js.chinamobile.com/PLTV/3/224/3221227586/index.m3u8
上海哈哈炫动 576,http://183.207.248.142/ott.js.chinamobile.com/PLTV/3/224/3221226388/index.m3u8
江苏体育休闲 576,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221225935/index.m3u8
江苏公共新闻 576,http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221225925/index.m3u8
江苏城市 576,http://183.207.249.169/ott.js.chinamobile.com/PLTV/3/224/3221225929/index.m3u8
江苏影视 576,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221225937/index.m3u8
江苏教育 576,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221225923/index.m3u8
江苏综艺 576,http://183.207.249.172/ott.js.chinamobile.com/PLTV/3/224/3221225931/index.m3u8
江苏优漫卡通 3.5M576,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227577/index.m3u8
江苏优漫卡通 3.5M576,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221226982/index.m3u8
江苏优漫卡通 576,http://183.207.249.172/ott.js.chinamobile.com/PLTV/3/224/3221225933/index.m3u8
广东嘉佳卡通 4M576,http://223.110.243.143/ott.js.chinamobile.com/PLTV/3/224/3221227598/index.m3u8
广东嘉佳卡通 576,http://183.207.248.173/ott.js.chinamobile.com/PLTV/3/224/3221227009/index.m3u8
北京卡酷少儿 4M576,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221227566/index.m3u8
北京卡酷少儿 576,http://223.110.236.17/ott.js.chinamobile.com/PLTV/3/224/3221226305/index.m3u8
湖南金鹰卡通 3.5M576,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227630/index.m3u8
湖南金鹰卡通 576,http://183.207.248.174/ott.js.chinamobile.com/PLTV/3/224/3221226303/index.m3u8
湖南金鹰纪实 4M576,http://223.110.236.13/ott.js.chinamobile.com/PLTV/3/224/3221228110/index.m3u8
青岛中华美食 4M576,http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221227647/index.m3u8
青岛中华美食 576,http://183.207.249.134/ott.js.chinamobile.com/PLTV/3/224/3221227017/index.m3u8
弈坛春秋 576,http://183.207.249.111/ott.js.chinamobile.com/PLTV/3/224/3221227031/index.m3u8
京视剧场 576,http://183.207.249.136/ott.js.chinamobile.com/PLTV/3/224/3221227040/index.m3u8
置业频道 576,http://183.207.248.133/ott.js.chinamobile.com/PLTV/3/224/3221227037/index.m3u8
南京十八 576,http://223.110.236.17/ott.js.chinamobile.com/PLTV/3/224/3221227178/index.m3u8
南京少儿 576,http://223.110.235.17/ott.js.chinamobile.com/PLTV/3/224/3221227733/index.m3u8
南京影视 576,http://183.207.248.103/ott.js.chinamobile.com/PLTV/3/224/3221227719/index.m3u8
南京教科 576,http://183.207.249.102/ott.js.chinamobile.com/PLTV/3/224/3221227194/index.m3u8
